name,group
POLL,Non bivalent
FBXW4,Non bivalent
FGF8,Pr_higher_than_Ni
NPM3,Ni_higher_than_Pr
MGEA5,Non bivalent
KCNIP2,Non bivalent
C10orf76,Non bivalent
LDB1,Non bivalent
PSD,Non bivalent
CUEDC2,Non bivalent
C10orf95,Non bivalent
ACTR1A,Non bivalent
ARL3,Non bivalent
NT5C2,Non bivalent
PCGF6,Non bivalent
USMG5,Non bivalent
CALHM2,Non bivalent
SH3PXD2A,Always_up
OBFC1,Non bivalent
COL17A1,Non bivalent
ITPRIP,Non bivalent
SORCS1,Ni_higher_than_Pr
XPNPEP1,Always_up
SMNDC1,Non bivalent
PDCD4-AS1,Non bivalent
BBIP1,Non bivalent
GPAM,Non bivalent
ZDHHC6,Non bivalent
DCLRE1A,Non bivalent
CCDC186,Always_up
AFAP1L2,Always_up
ABLIM1,Non bivalent
GFRA1,Always_up
C10orf82,Ni_higher_than_Pr
HSPA12A,Always_up
SHTN1,Non bivalent
VAX1,Always_up
PDZD8,Non bivalent
RAB11FIP2,Non bivalent
FAM204A,Non bivalent
PRLHR,Always_up
CACUL1,Always_up
EIF3A,Non bivalent
SFXN4,Non bivalent
PRDX3,Non bivalent
RGS10,Pr_higher_than_Ni
TIAL1,Non bivalent
MCMBP,Non bivalent
WDR11-AS1,Non bivalent
FGFR2,Non bivalent
ATE1,Non bivalent
NSMCE4A,Non bivalent
C10orf88,Always_up
IKZF5,Non bivalent
CPXM2,Always_up
CHST15,Always_up
OAT,Non bivalent
NKX1-2,Always_up
FAM53B,Pr_higher_than_Ni
METTL10,Non bivalent
CTBP2,Non bivalent
FLJ37035,Non bivalent
UROS,Non bivalent
DHX32,Non bivalent
ADAM12,Always_up
MKI67,Pr_higher_than_Ni
EBF3,Pr_higher_than_Ni
LINC00959,Non bivalent
TCERG1L,Non bivalent
BNIP3,Non bivalent
STK32C,Always_up
CFAP46,Non bivalent
LINC01166,Non bivalent
ADAM8,Non bivalent
TUBGCP2,Non bivalent
CALY,Non bivalent
FUOM,Non bivalent
ECHS1,Non bivalent
SPRN,Non bivalent
SYCE1,Non bivalent
RIC8A,Non bivalent
PSMD13,Non bivalent
ATHL1,Non bivalent
IFITM2,Non bivalent
IFITM1,Non bivalent
B4GALNT4,Non bivalent
PKP3,Non bivalent
PTDSS2,Non bivalent
LRRC56,Non bivalent
RASSF7,Non bivalent
DRD4,Non bivalent
TMEM80,Non bivalent
EPS8L2,Non bivalent
TALDO1,Non bivalent
LOC171391,Non bivalent
PANO1,Non bivalent
RPLP2,Non bivalent
PNPLA2,Non bivalent
CRACR2B,Non bivalent
CD151,Non bivalent
TSPAN4,Non bivalent
AP2A2,Non bivalent
MUC5B,Non bivalent
BRSK2,Non bivalent
LSP1,Non bivalent
MRPL23,Non bivalent
IGF2-AS,Always_up
CD81,Non bivalent
TSSC4,Non bivalent
SLC22A18,Non bivalent
TSSC2,Non bivalent
PGAP2,Non bivalent
STIM1,Non bivalent
RRM1,Non bivalent
OR51E1,Non bivalent
TRIM6,Non bivalent
TRIM34,Non bivalent
TRIM22,Non bivalent
CCKBR,Ni_higher_than_Pr
SMPD1,Non bivalent
TIMM10B,Non bivalent
DNHD1,Non bivalent
ILK,Non bivalent
ZNF215,Non bivalent
RBMXL2,Ni_higher_than_Pr
SYT9,Ni_higher_than_Pr
OLFML1,Non bivalent
PPFIBP2,Ni_higher_than_Pr
EIF3F,Non bivalent
TUB,Non bivalent
RPL27A,Non bivalent
AKIP1,Non bivalent
TMEM9B-AS1,Non bivalent
IPO7,Non bivalent
ZNF143,Non bivalent
WEE1,Non bivalent
SWAP70,Non bivalent
SBF2-AS1,Non bivalent
ADM,Non bivalent
AMPD3,Always_up
CTR9,Non bivalent
ZBED5-AS1,Non bivalent
USP47,Ni_higher_than_Pr
MICAL2,Always_up
PARVA,Always_up
TEAD1,Non bivalent
ARNTL,Always_up
FAR1,Non bivalent
SPON1,Always_up
PDE3B,Ni_higher_than_Pr
CALCB,Always_up
C11orf58,Non bivalent
NUCB2,Non bivalent
NCR3LG1,Always_up
KCNC1,Always_up
MRGPRX3,Non bivalent
GTF2H1,Non bivalent
LDHA,Non bivalent
LDHC,Non bivalent
TMEM86A,Non bivalent
ZDHHC13,Non bivalent
NAV2,Non bivalent
HTATIP2,Always_up
PRMT3,Non bivalent
ANO5,Non bivalent
FIBIN,Ni_higher_than_Pr
BDNF-AS,Non bivalent
METTL15,Non bivalent
ARL14EP,Ni_higher_than_Pr
DNAJC24,Non bivalent
ELP4,Non bivalent
RCN1,Non bivalent
EIF3M,Non bivalent
PRRG4,Always_up
QSER1,Non bivalent
DEPDC7,Always_up
TCP11L1,Non bivalent
LINC00294,Non bivalent
HIPK3,Non bivalent
KIAA1549L,Non bivalent
CAPRIN1,Non bivalent
NAT10,Non bivalent
CAT,Non bivalent
PDHX,Non bivalent
CD44,Always_up
FJX1,Ni_higher_than_Pr
TRIM44,Always_up
LDLRAD3,Non bivalent
PRR5L,Non bivalent
RAG1,Non bivalent
C11orf74,Always_up
API5,Non bivalent
TTC17,Non bivalent
HSD17B12,Non bivalent
ALKBH3,Ni_higher_than_Pr
SEC14L1P1,Non bivalent
C11orf96,Always_up
ACCS,Non bivalent
EXT2,Non bivalent
CD82,Always_up
TSPAN18,Non bivalent
PRDM11,Always_up
SLC35C1,Non bivalent
CRY2,Pr_higher_than_Ni
MAPK8IP1,Non bivalent
GYLTL1B,Non bivalent
CREB3L1,Non bivalent
DGKZ,Non bivalent
MDK,Non bivalent
ATG13,Non bivalent
ZNF408,Non bivalent
F2,Non bivalent
C11orf49,Non bivalent
DDB2,Non bivalent
NR1H3,Non bivalent
MADD,Non bivalent
SLC39A13,Non bivalent
PTPMT1,Non bivalent
NDUFS3,Non bivalent
PTPRJ,Non bivalent
TRIM49B,Always_up
TRIM51,Non bivalent
LRRC55,Non bivalent
RTN4RL2,Always_up
SERPING1,Non bivalent
CLP1,Non bivalent
ZDHHC5,Ni_higher_than_Pr
TMX2,Non bivalent
TMX2-CTNND1,Non bivalent
C11orf31,Non bivalent
CTNND1,Non bivalent
ZFP91,Non bivalent
ZFP91-CNTF,Non bivalent
FAM111B,Ni_higher_than_Pr
FAM111A,Ni_higher_than_Pr
DTX4,Non bivalent
STX3,Non bivalent
MS4A15,Non bivalent
CCDC86,Non bivalent
TMEM109,Non bivalent
TMEM132A,Non bivalent
CD6,Non bivalent
TKFC,Non bivalent
TMEM138,Non bivalent
TMEM216,Ni_higher_than_Pr
SDHAF2,Non bivalent
PPP1R32,Non bivalent
DAGLA,Non bivalent
MYRF,Non bivalent
FEN1,Non bivalent
FADS2,Non bivalent
INCENP,Non bivalent
SCGB1D2,Non bivalent
ASRGL1,Non bivalent
METTL12,Non bivalent
UQCC3,Non bivalent
TTC9C,Non bivalent
POLR2G,Non bivalent
TAF6L,Non bivalent
TMEM179B,Non bivalent
SLC3A2,Non bivalent
LGALS12,Non bivalent
RARRES3,Non bivalent
RTN3,Non bivalent
C11orf84,Non bivalent
MARK2,Non bivalent
NAA40,Non bivalent
COX8A,Non bivalent
OTUB1,Non bivalent
FLRT1,Non bivalent
STIP1,Non bivalent
FERMT3,Non bivalent
NUDT22,Non bivalent
DNAJC4,Non bivalent
VEGFB,Non bivalent
FKBP2,Non bivalent
PLCB3,Non bivalent
GPR137,Non bivalent
TEX40,Always_up
ESRRA,Non bivalent
PRDX5,Non bivalent
CCDC88B,Non bivalent
RPS6KA4,Non bivalent
SLC22A11,Non bivalent
PPP2R5B,Non bivalent
ARL2,Non bivalent
SNX15,Non bivalent
SAC3D1,Non bivalent
ZFPL1,Non bivalent
VPS51,Non bivalent
TM7SF2,Non bivalent
MRPL49,Non bivalent
CAPN1,Non bivalent
POLA2,Non bivalent
CDC42EP2,Non bivalent
DPF2,Non bivalent
TIGD3,Non bivalent
FRMD8,Non bivalent
NEAT1,Non bivalent
MALAT1,Non bivalent
SCYL1,Non bivalent
SSSCA1,Non bivalent
FAM89B,Non bivalent
EHBP1L1,Non bivalent
PCNXL3,Non bivalent
SIPA1,Non bivalent
KAT5,Non bivalent
OVOL1,Pr_higher_than_Ni
MUS81,Non bivalent
CCDC85B,Non bivalent
DRAP1,Non bivalent
TSGA10IP,Non bivalent
SART1,Non bivalent
BANF1,Non bivalent
SF3B2,Non bivalent
PACS1,Non bivalent
KLC2,Non bivalent
RAB1B,Non bivalent
CNIH2,Non bivalent
PELI3,Non bivalent
DPP3,Non bivalent
BBS1,Non bivalent
ACTN3,Non bivalent
CCS,Non bivalent
RBM14,Non bivalent
RBM14-RBM4,Non bivalent
RBM4,Non bivalent
C11orf80,Non bivalent
RCE1,Non bivalent
LRFN4,Non bivalent
C11orf86,Non bivalent
SYT12,Always_up
RHOD,Non bivalent
KDM2A,Non bivalent
ADRBK1,Ni_higher_than_Pr
ANKRD13D,Non bivalent
SSH3,Non bivalent
RAD9A,Non bivalent
RPS6KB2,Non bivalent
AIP,Non bivalent
GSTP1,Non bivalent
NDUFV1,Non bivalent
ALDH3B1,Non bivalent
NDUFS8,Non bivalent
TCIRG1,Non bivalent
LRP5,Non bivalent
PPP6R3,Non bivalent
GAL,Pr_higher_than_Ni
IGHMBP2,Non bivalent
TPCN2,Non bivalent
CCND1,Non bivalent
ANO1,Pr_higher_than_Ni
FADD,Non bivalent
PPFIA1,Non bivalent
CTTN,Non bivalent
NADSYN1,Non bivalent
FAM86C1,Non bivalent
RNF121,Non bivalent
IL18BP,Non bivalent
LOC100128494,Non bivalent
LRTOMT,Non bivalent
FOLR3,Non bivalent
FOLR1,Non bivalent
INPPL1,Non bivalent
LINC01537,Non bivalent
ATG16L2,Non bivalent
P2RY2,Non bivalent
P2RY6,Non bivalent
ARHGEF17,Non bivalent
RELT,Non bivalent
PLEKHB1,Non bivalent
MRPL48,Non bivalent
PAAF1,Non bivalent
PPME1,Non bivalent
POLD3,Non bivalent
RNF169,Non bivalent
SPCS2,Non bivalent
NEU3,Non bivalent
SLCO2B1,Non bivalent
TPBGL,Non bivalent
RPS3,Non bivalent
SERPINH1,Non bivalent
DGAT2,Always_up
UVRAG,Non bivalent
LOC100506127,Non bivalent
C11orf30,Non bivalent
TSKU,Non bivalent
ACER3,Non bivalent
CAPN5,Non bivalent
MYO7A,Non bivalent
AQP11,Non bivalent
AAMDC,Non bivalent
KCTD21-AS1,Non bivalent
USP35,Non bivalent
DDIAS,Non bivalent
RAB30-AS1,Non bivalent
PCF11,Non bivalent
ANKRD42,Non bivalent
TMEM126B,Non bivalent
TMEM126A,Ni_higher_than_Pr
EED,Non bivalent
C11orf73,Non bivalent
CCDC81,Non bivalent
PRSS23,Non bivalent
TMEM135,Non bivalent
TRIM53AP,Non bivalent
TRIM49D2,Non bivalent
TRIM49C,Non bivalent
NAALAD2,Non bivalent
FAT3,Non bivalent
CEP295,Always_up
C11orf54,Non bivalent
MED17,Non bivalent
PANX1,Non bivalent
ANKRD49,Non bivalent
FUT4,Always_up
PIWIL4,Non bivalent
AMOTL1,Always_up
KDM4D,Non bivalent
KDM4E,Non bivalent
SRSF8,Non bivalent
ENDOD1,Always_up
CEP57,Non bivalent
JRKL,Non bivalent
CNTN5,Ni_higher_than_Pr
ARHGAP42,Non bivalent
TMEM133,Non bivalent
CEP126,Always_up
YAP1,Non bivalent
BIRC3,Non bivalent
BIRC2,Non bivalent
DYNC2H1,Non bivalent
AASDHPPT,Non bivalent
ELMOD1,Pr_higher_than_Ni
RAB39A,Non bivalent
CUL5,Non bivalent
ACAT1,Non bivalent
ATM,Non bivalent
DDX10,Non bivalent
ZC3H12C,Ni_higher_than_Pr
FDX1,Non bivalent
LAYN,Always_up
SIK2,Always_up
C11orf1,Ni_higher_than_Pr
HSPB2,Non bivalent
C11orf52,Non bivalent
DIXDC1,Non bivalent
DLAT,Non bivalent
C11orf57,Non bivalent
SDHD,Non bivalent
BCO2,Non bivalent
PTS,Non bivalent
NCAM1,Ni_higher_than_Pr
TTC12,Always_up
ANKK1,Non bivalent
HTR3A,Non bivalent
ZBTB16,Always_up
NNMT,Non bivalent
RBM7,Non bivalent
REXO2,Non bivalent
PAFAH1B2,Non bivalent
SIDT2,Non bivalent
TAGLN,Non bivalent
RNF214,Non bivalent
CEP164,Non bivalent
TMPRSS4,Non bivalent
UBE4A,Always_up
ATP5L,Non bivalent
KMT2A,Non bivalent
TMEM25,Non bivalent
ARCN1,Non bivalent
PHLDB1,Always_up
FOXR1,Non bivalent
CCDC84,Non bivalent
TRAPPC4,Non bivalent
VPS11,Non bivalent
HMBS,Non bivalent
C2CD2L,Non bivalent
HINFP,Non bivalent
ABCG4,Always_up
NLRX1,Non bivalent
CBL,Non bivalent
RNF26,Non bivalent
OAF,Always_up
POU2F3,Non bivalent
TMEM136,Always_up
ARHGEF12,Non bivalent
GRIK4,Non bivalent
TBCEL,Non bivalent
TECTA,Non bivalent
SC5D,Non bivalent
SORL1,Ni_higher_than_Pr
UBASH3B,Non bivalent
C11orf63,Always_up
GRAMD1B,Non bivalent
VWA5A,Non bivalent
TBRG1,Always_up
SPA17,Pr_higher_than_Ni
NRGN,Pr_higher_than_Ni
ROBO3,Always_up
CCDC15,Ni_higher_than_Pr
SLC37A2,Always_up
PKNOX2,Ni_higher_than_Pr
EI24,Non bivalent
STT3A,Non bivalent
CHEK1,Non bivalent
HYLS1,Non bivalent
DDX25,Always_up
FAM118B,Always_up
FOXRED1,Non bivalent
TIRAP,Non bivalent
DCPS,Non bivalent
ST3GAL4,Non bivalent
FLI1,Pr_higher_than_Ni
KCNJ5,Always_up
BARX2,Always_up
TMEM45B,Always_up
APLP2,Non bivalent
ST14,Always_up
ADAMTS15,Always_up
NTM,Ni_higher_than_Pr
JAM3,Non bivalent
VPS26B,Non bivalent
ACAD8,Non bivalent
GLB1L3,Always_up
GLB1L2,Always_up
LINC01001,Non bivalent
BET1L,Non bivalent
SIRT3,Non bivalent
IFITM3,Non bivalent
SIGIRR,Non bivalent
ANO9,Non bivalent
RNH1,Non bivalent
HRAS,Non bivalent
MIR210HG,Non bivalent
LOC143666,Non bivalent
DEAF1,Non bivalent
PDDC1,Non bivalent
CEND1,Non bivalent
SLC25A22,Non bivalent
PIDD1,Non bivalent
POLR2L,Non bivalent
CHID1,Non bivalent
TOLLIP,Non bivalent
MOB2,Non bivalent
DUSP8,Pr_higher_than_Ni
IFITM10,Non bivalent
CTSD,Non bivalent
H19,Non bivalent
IGF2,Always_up
ASCL2,Always_up
KCNQ1OT1,Non bivalent
PHLDA2,Non bivalent
CARS,Non bivalent
OSBPL5,Non bivalent
ZNF195,Non bivalent
ART5,Non bivalent
CHRNA10,Non bivalent
NUP98,Non bivalent
RHOG,Non bivalent
TRIM21,Non bivalent
TRIM68,Non bivalent
TRIM5,Non bivalent
FAM160A2,Non bivalent
PRKCDBP,Non bivalent
APBB1,Always_up
HPX,Non bivalent
TRIM3,Non bivalent
ARFIP2,Non bivalent
RRP8,Non bivalent
TAF10,Non bivalent
TPP1,Non bivalent
DCHS1,Always_up
MRPL17,Non bivalent
GVINP1,Non bivalent
ZNF214,Always_up
CYB5R2,Always_up
NLRP10,Non bivalent
RIC3,Ni_higher_than_Pr
LMO1,Always_up
STK33,Ni_higher_than_Pr
TRIM66,Non bivalent
ST5,Non bivalent
TMEM9B,Non bivalent
NRIP3,Pr_higher_than_Ni
SCUBE2,Pr_higher_than_Ni
DENND5A,Non bivalent
TMEM41B,Non bivalent
LOC644656,Non bivalent
LOC440028,Non bivalent
SBF2,Non bivalent
MTRNR2L8,Always_up
RNF141,Non bivalent
MRVI1,Non bivalent
EIF4G2,Non bivalent
ZBED5,Non bivalent
CSNK2A3,Non bivalent
GALNT18,Always_up
DKK3,Ni_higher_than_Pr
BTBD10,Non bivalent
RRAS2,Non bivalent
COPB1,Non bivalent
PSMA1,Non bivalent
CYP2R1,Always_up
CALCA,Always_up
SOX6,Non bivalent
PLEKHA7,Ni_higher_than_Pr
RPS13,Non bivalent
PIK3C2A,Non bivalent
SERGEF,Always_up
SAAL1,Non bivalent
HPS5,Non bivalent
TSG101,Non bivalent
UEVLD,Non bivalent
SPTY2D1,Non bivalent
PTPN5,Always_up
MRGPRX1,Non bivalent
E2F8,Always_up
LOC100126784,Always_up
FANCF,Non bivalent
SVIP,Non bivalent
MUC15,Non bivalent
SLC5A12,Non bivalent
BBOX1-AS1,Non bivalent
CCDC34,Non bivalent
LGR4,Non bivalent
LIN7C,Non bivalent
LINC00678,Non bivalent
BDNF,Always_up
KIF18A,Non bivalent
MPPED2,Always_up
IMMP1L,Non bivalent
WT1,Always_up
CSTF3,Non bivalent
CD59,Non bivalent
FBXO3,Always_up
LMO2,Always_up
ABTB2,Always_up
APIP,Non bivalent
SLC1A2,Always_up
PAMR1,Non bivalent
COMMD9,Non bivalent
TRAF6,Non bivalent
LRRC4C,Non bivalent
ALX4,Always_up
TP53I11,Always_up
SYT13,Non bivalent
CHST1,Always_up
PEX16,Non bivalent
PHF21A,Non bivalent
CHRM4,Non bivalent
AMBRA1,Non bivalent
HARBI1,Non bivalent
ARHGAP1,Non bivalent
CKAP5,Non bivalent
LRP4,Non bivalent
ARFGAP2,Non bivalent
PACSIN3,Non bivalent
ACP2,Non bivalent
SPI1,Non bivalent
PSMC3,Non bivalent
CELF1,Non bivalent
KBTBD4,Non bivalent
C1QTNF4,Non bivalent
MTCH2,Non bivalent
FNBP4,Non bivalent
NUP160,Non bivalent
FOLH1,Ni_higher_than_Pr
LOC441601,Non bivalent
OR7E5P,Non bivalent
APLNR,Non bivalent
TNKS1BP1,Non bivalent
SSRP1,Non bivalent
SLC43A3,Ni_higher_than_Pr
SLC43A1,Always_up
TIMM10,Non bivalent
UBE2L6,Ni_higher_than_Pr
MED19,Non bivalent
BTBD18,Non bivalent
LPXN,Non bivalent
OSBP,Non bivalent
PATL1,Non bivalent
MRPL16,Non bivalent
PRPF19,Non bivalent
SLC15A3,Always_up
VPS37C,Non bivalent
VWCE,Non bivalent
DDB1,Non bivalent
CYB561A3,Non bivalent
CPSF7,Non bivalent
SYT7,Non bivalent
TMEM258,Non bivalent
FADS1,Non bivalent
FADS3,Non bivalent
RAB3IL1,Non bivalent
FTH1,Non bivalent
AHNAK,Pr_higher_than_Ni
EEF1G,Non bivalent
TUT1,Non bivalent
MTA2,Non bivalent
EML3,Non bivalent
B3GAT3,Non bivalent
GANAB,Non bivalent
INTS5,Non bivalent
C11orf98,Non bivalent
LBHD1,Non bivalent
UBXN1,Non bivalent
BSCL2,Non bivalent
HNRNPUL2-BSCL2,Non bivalent
HNRNPUL2,Non bivalent
ZBTB3,Non bivalent
TMEM223,Non bivalent
NXF1,Non bivalent
STX5,Non bivalent
WDR74,Non bivalent
SNHG1,Non bivalent
HRASLS5,Always_up
PLA2G16,Non bivalent
ATL3,Always_up
C11orf95,Non bivalent
RCOR2,Non bivalent
MACROD1,Non bivalent
TRPT1,Non bivalent
PPP1R14B,Non bivalent
BAD,Non bivalent
TRMT112,Non bivalent
NRXN2,Non bivalent
RASGRP2,Non bivalent
PYGM,Non bivalent
SF1,Non bivalent
MAP4K2,Non bivalent
MEN1,Non bivalent
CDC42BPG,Non bivalent
EHD1,Non bivalent
ATG2A,Non bivalent
BATF2,Non bivalent
CDCA5,Non bivalent
ZNHIT2,Non bivalent
FAU,Non bivalent
SYVN1,Non bivalent
LTBP3,Non bivalent
MAP3K11,Non bivalent
RELA,Non bivalent
RNASEH2C,Non bivalent
AP5B1,Pr_higher_than_Ni
CFL1,Non bivalent
EFEMP2,Non bivalent
FIBP,Non bivalent
FOSL1,Always_up
C11orf68,Non bivalent
EIF1AD,Non bivalent
YIF1A,Non bivalent
CD248,Non bivalent
RIN1,Non bivalent
BRMS1,Non bivalent
B4GAT1,Non bivalent
SLC29A2,Non bivalent
MRPL11,Non bivalent
ZDHHC24,Non bivalent
CTSF,Non bivalent
CCDC87,Non bivalent
RBM4B,Non bivalent
SPTBN2,Non bivalent
PC,Non bivalent
POLD4,Non bivalent
CLCF1,Non bivalent
PPP1CA,Non bivalent
PTPRCAP,Non bivalent
CORO1B,Non bivalent
TMEM134,Non bivalent
PITPNM1,Non bivalent
CDK2AP2,Non bivalent
C11orf72,Non bivalent
NUDT8,Non bivalent
ALDH3B2,Non bivalent
FAM86C2P,Non bivalent
UNC93B1,Non bivalent
CHKA,Non bivalent
SUV420H1,Non bivalent
C11orf24,Non bivalent
MTL5,Non bivalent
CPT1A,Pr_higher_than_Ni
MRPL21,Non bivalent
MRGPRF,Non bivalent
ORAOV1,Non bivalent
FGF19,Non bivalent
FGF4,Always_up
SHANK2,Non bivalent
DHCR7,Non bivalent
NUMA1,Non bivalent
LAMTOR1,Non bivalent
ANAPC15,Non bivalent
PHOX2A,Always_up
CLPB,Non bivalent
PDE2A,Non bivalent
ARAP1,Non bivalent
STARD10,Non bivalent
FCHSD2,Non bivalent
FAM168A,Non bivalent
RAB6A,Non bivalent
COA4,Non bivalent
UCP2,Non bivalent
UCP3,Non bivalent
C2CD3,Non bivalent
P4HA3,Always_up
PGM2L1,Non bivalent
KCNE3,Non bivalent
LIPT2,Non bivalent
XRRA1,Non bivalent
ARRB1,Pr_higher_than_Ni
KLHL35,Pr_higher_than_Ni
GDPD5,Non bivalent
MAP6,Always_up
WNT11,Pr_higher_than_Ni
PRKRIR,Non bivalent
LRRC32,Non bivalent
PAK1,Non bivalent
CLNS1A,Non bivalent
RSF1,Non bivalent
INTS4,Non bivalent
KCTD14,Non bivalent
NDUFC2,Non bivalent
NDUFC2-KCTD14,Non bivalent
ALG8,Non bivalent
KCTD21,Non bivalent
GAB2,Non bivalent
NARS2,Non bivalent
TENM4,Always_up
FAM181B,Always_up
PRCP,Non bivalent
RAB30,Non bivalent
CCDC90B,Non bivalent
DLG2,Ni_higher_than_Pr
CREBZF,Non bivalent
PICALM,Non bivalent
ME3,Ni_higher_than_Pr
FZD4,Non bivalent
RAB38,Non bivalent
CTSC,Non bivalent
NOX4,Non bivalent
TRIM49,Non bivalent
TRIM49D1,Non bivalent
CHORDC1,Non bivalent
SLC36A4,Non bivalent
SMCO4,Non bivalent
TAF1D,Non bivalent
GPR83,Always_up
MRE11A,Non bivalent
CWC15,Non bivalent
SESN3,Non bivalent
FAM76B,Non bivalent
MTMR2,Non bivalent
MAML2,Non bivalent
CCDC82,Non bivalent
PGR,Always_up
TRPC6,Always_up
TMEM123,Always_up
MMP10,Non bivalent
MMP1,Non bivalent
DCUN1D5,Non bivalent
MSANTD4,Non bivalent
KBTBD3,Non bivalent
CWF19L2,Non bivalent
ALKBH8,Non bivalent
SLN,Non bivalent
SLC35F2,Non bivalent
NPAT,Non bivalent
KDELC2,Non bivalent
EXPH5,Pr_higher_than_Ni
RDX,Non bivalent
PPP2R1B,Non bivalent
ALG9,Non bivalent
FDXACB1,Ni_higher_than_Pr
CRYAB,Non bivalent
TIMM8B,Non bivalent
LOC101928847,Ni_higher_than_Pr
DRD2,Always_up
ZW10,Non bivalent
USP28,Non bivalent
C11orf71,Non bivalent
CADM1,Always_up
BUD13,Non bivalent
ZPR1,Non bivalent
APOA1,Non bivalent
SIK3,Non bivalent
PCSK7,Non bivalent
BACE1,Non bivalent
DSCAML1,Always_up
FXYD6,Ni_higher_than_Pr
TMPRSS13,Always_up
SCN4B,Always_up
MPZL3,Ni_higher_than_Pr
MPZL2,Always_up
IFT46,Non bivalent
DDX6,Non bivalent
BCL9L,Non bivalent
RPS25,Non bivalent
SLC37A4,Non bivalent
HYOU1,Non bivalent
H2AFX,Non bivalent
DPAGT1,Non bivalent
CCDC153,Non bivalent
MCAM,Non bivalent
C1QTNF5,Non bivalent
USP2,Always_up
THY1,Ni_higher_than_Pr
PVRL1,Non bivalent
TRIM29,Non bivalent
HSPA8,Non bivalent
CLMP,Non bivalent
SCN3B,Always_up
ZNF202,Non bivalent
SIAE,Pr_higher_than_Ni
ESAM,Pr_higher_than_Ni
MSANTD2,Non bivalent
TMEM218,Non bivalent
FEZ1,Always_up
PUS3,Always_up
CDON,Ni_higher_than_Pr
RPUSD4,Always_up
SRPR,Non bivalent
ST3GAL4-AS1,Non bivalent
ETS1,Pr_higher_than_Ni
C11orf45,Always_up
ARHGAP32,Non bivalent
NFRKB,Non bivalent
PRDM10,Non bivalent
ZBTB44,Non bivalent
ADAMTS8,Always_up
LOC103611081,Non bivalent
SNX19,Always_up
MIR4697HG,Non bivalent
IGSF9B,Always_up
NCAPD3,Non bivalent
THYN1,Non bivalent
CCDC77,Non bivalent
B4GALNT3,Always_up
LOC100049716,Non bivalent
WNK1,Non bivalent
ERC1,Non bivalent
WNT5B,Non bivalent
ADIPOR2,Non bivalent
CACNA1C,Always_up
FKBP4,Non bivalent
ITFG2,Non bivalent
LOC100507424,Non bivalent
RHNO1,Non bivalent
TULP3,Non bivalent
TEAD4,Non bivalent
TSPAN9,Non bivalent
PRMT8,Ni_higher_than_Pr
CCND2,Ni_higher_than_Pr
TIGAR,Non bivalent
RAD51AP1,Non bivalent
DYRK4,Non bivalent
NDUFA9,Non bivalent
GALNT8,Non bivalent
KCNA6,Always_up
NTF3,Always_up
CD9,Non bivalent
PLEKHG6,Non bivalent
LTBR,Non bivalent
TAPBPL,Non bivalent
NCAPD2,Non bivalent
GAPDH,Non bivalent
COPS7A,Non bivalent
PTMS,Non bivalent
LAG3,Non bivalent
GPR162,Ni_higher_than_Pr
P3H3,Non bivalent
GNB3,Non bivalent
USP5,Non bivalent
TPI1,Non bivalent
RPL13P5,Non bivalent
DSTNP2,Non bivalent
LRRC23,Non bivalent
ENO2,Non bivalent
ATN1,Non bivalent
C12orf57,Non bivalent
PTPN6,Non bivalent
EMG1,Non bivalent
C1S,Non bivalent
CLSTN3,Non bivalent
PEX5,Non bivalent
DPPA3,Non bivalent
NANOG,Non bivalent
FOXJ2,Non bivalent
NECAP1,Non bivalent
LOC101927905,Non bivalent
CLEC6A,Non bivalent
CLEC4D,Non bivalent
RIMKLB,Non bivalent
A2ML1,Non bivalent
PHC1,Non bivalent
KLRG1,Non bivalent
LOC642846,Non bivalent
LOC374443,Non bivalent
CLEC2D,Non bivalent
CLEC12A,Non bivalent
CLEC12B,Non bivalent
CLEC9A,Non bivalent
TMEM52B,Non bivalent
GABARAPL1,Non bivalent
ETV6,Non bivalent
LOH12CR1,Non bivalent
CREBL2,Non bivalent
CDKN1B,Non bivalent
APOLD1,Always_up
DDX47,Non bivalent
RPL13AP20,Ni_higher_than_Pr
GPRC5A,Always_up
LOC100506314,Non bivalent
HTR7P1,Always_up
KIAA1467,Ni_higher_than_Pr
EMP1,Non bivalent
ATF7IP,Non bivalent
H2AFJ,Non bivalent
C12orf60,Non bivalent
STRAP,Non bivalent
DERA,Non bivalent
MGST1,Ni_higher_than_Pr
PLEKHA5,Ni_higher_than_Pr
AEBP2,Non bivalent
PDE3A,Ni_higher_than_Pr
PYROXD1,Always_up
GOLT1B,Non bivalent
CMAS,Non bivalent
ETNK1,Non bivalent
LYRM5,Non bivalent
RASSF8,Ni_higher_than_Pr
SSPN,Always_up
FGFR1OP2,Non bivalent
MED21,Non bivalent
STK38L,Non bivalent
ARNTL2,Always_up
PPFIBP1,Ni_higher_than_Pr
MRPS35,Non bivalent
KLHL42,Non bivalent
CCDC91,Non bivalent
FAR2,Always_up
OVCH1-AS1,Ni_higher_than_Pr
TSPAN11,Always_up
DDX11,Non bivalent
METTL20,Non bivalent
KIAA1551,Non bivalent
BICD1,Non bivalent
FGD4,Non bivalent
DNM1L,Non bivalent
ALG10,Non bivalent
ALG10B,Non bivalent
LRRK2,Always_up
PDZRN4,Always_up
PPHLN1,Non bivalent
IRAK4,Non bivalent
TMEM117,Always_up
ANO6,Non bivalent
ARID2,Non bivalent
PCED1B,Always_up
SLC48A1,Non bivalent
