name,group
C9orf135,Always_up
MAMDC2,Non bivalent
SMC5,Non bivalent
C9orf85,Non bivalent
GDA,Always_up
TMC1,Non bivalent
ANXA1,Non bivalent
OSTF1,Non bivalent
PCSK5,Non bivalent
RPSAP9,Non bivalent
GCNT1,Non bivalent
VPS13A,Non bivalent
CEP78,Non bivalent
PSAT1,Non bivalent
TLE4,Non bivalent
IDNK,Non bivalent
RMI1,Non bivalent
NTRK2,Always_up
LOC389765,Always_up
NAA35,Non bivalent
DAPK1,Non bivalent
CTSL,Non bivalent
SPIN1,Non bivalent
C9orf47,Non bivalent
S1PR3,Non bivalent
CKS2,Non bivalent
SECISBP2,Non bivalent
GADD45G,Pr_higher_than_Ni
SYK,Pr_higher_than_Ni
CENPP,Non bivalent
LOC100128361,Non bivalent
ANKRD19P,Pr_higher_than_Ni
FGD3,Non bivalent
SUSD3,Non bivalent
C9orf89,Non bivalent
WNK2,Non bivalent
FAM120A,Ni_higher_than_Pr
PHF2,Pr_higher_than_Ni
PTPDC1,Always_up
ZNF169,Non bivalent
LOC100132077,Non bivalent
HIATL1,Non bivalent
C9orf3,Non bivalent
ERCC6L2,Non bivalent
HABP4,Always_up
LOC441455,Non bivalent
NUTM2G,Non bivalent
LOC100499484,Non bivalent
CCDC180,Ni_higher_than_Pr
TDRD7,Always_up
TMOD1,Pr_higher_than_Ni
NCBP1,Non bivalent
FOXE1,Always_up
ANP32B,Always_up
NANS,Non bivalent
GALNT12,Always_up
COL15A1,Ni_higher_than_Pr
TGFBR1,Always_up
SEC61B,Non bivalent
NR4A3,Always_up
STX17,Non bivalent
INVS,Non bivalent
MSANTD3,Non bivalent
MSANTD3-TMEFF1,Non bivalent
TMEFF1,Non bivalent
MURC,Non bivalent
ZNF189,Non bivalent
RNF20,Non bivalent
SMC2,Non bivalent
NIPSNAP3A,Non bivalent
NIPSNAP3B,Non bivalent
SLC44A1,Non bivalent
FSD1L,Non bivalent
RALGAPA1P,Ni_higher_than_Pr
FKTN,Non bivalent
TMEM38B,Pr_higher_than_Ni
ZNF462,Non bivalent
RAD23B,Non bivalent
FAM206A,Non bivalent
PALM2,Always_up
PALM2-AKAP2,Ni_higher_than_Pr
AKAP2,Always_up
ZNF483,Non bivalent
DNAJC25,Non bivalent
GNG10,Pr_higher_than_Ni
UGCG,Non bivalent
HSDL2,Non bivalent
KIAA1958,Non bivalent
SNX30,Non bivalent
FAM225A,Always_up
SLC31A2,Non bivalent
SLC31A1,Non bivalent
PRPF4,Non bivalent
BSPRY,Pr_higher_than_Ni
C9orf43,Non bivalent
RGS3,Non bivalent
ZNF618,Non bivalent
COL27A1,Non bivalent
ATP6V1G1,Non bivalent
C9orf91,Non bivalent
PAPPA,Ni_higher_than_Pr
TRIM32,Non bivalent
TLR4,Non bivalent
LOC100288842,Non bivalent
PSMD5-AS1,Non bivalent
CNTRL,Non bivalent
GSN,Ni_higher_than_Pr
DAB2IP,Non bivalent
MRRF,Non bivalent
PTGS1,Always_up
RABGAP1,Non bivalent
CRB2,Non bivalent
LHX2,Always_up
NEK6,Non bivalent
LOC100129034,Non bivalent
OLFML2A,Non bivalent
ARPC5L,Non bivalent
RABEPK,Non bivalent
GAPVD1,Non bivalent
PBX3,Ni_higher_than_Pr
MVB12B,Non bivalent
LMX1B,Always_up
ZBTB43,Non bivalent
ZBTB34,Non bivalent
RALGPS1,Non bivalent
GARNL3,Non bivalent
SLC2A8,Non bivalent
ZNF79,Non bivalent
LRSAM1,Non bivalent
STXBP1,Non bivalent
CDK9,Non bivalent
FPGS,Non bivalent
SLC25A25,Non bivalent
C9orf16,Non bivalent
DNM1,Ni_higher_than_Pr
SWI5,Non bivalent
COQ4,Non bivalent
SLC27A4,Non bivalent
URM1,Non bivalent
CERCAM,Non bivalent
ODF2,Non bivalent
GLE1,Non bivalent
SPTAN1,Non bivalent
SET,Non bivalent
PKN3,Non bivalent
LOC100506100,Non bivalent
TBC1D13,Non bivalent
ENDOG,Non bivalent
LRRC8A,Non bivalent
PHYHD1,Non bivalent
NUP188,Non bivalent
FAM73B,Non bivalent
DOLPP1,Non bivalent
PPP2R4,Non bivalent
LINC01503,Non bivalent
LINC00963,Non bivalent
NTMT1,Non bivalent
PRRX2,Non bivalent
TOR1B,Non bivalent
USP20,Non bivalent
GPR107,Non bivalent
NCS1,Non bivalent
HMCN2,Always_up
ASS1,Non bivalent
FUBP3,Non bivalent
EXOSC2,Non bivalent
ABL1,Non bivalent
LAMC3,Non bivalent
AIF1L,Non bivalent
NUP214,Non bivalent
PPAPDC3,Non bivalent
PRRC2B,Non bivalent
POMT1,Non bivalent
GTF3C4,Non bivalent
C9orf9,Non bivalent
GTF3C5,Non bivalent
CEL,Non bivalent
RPL7A,Non bivalent
SURF2,Non bivalent
ADAMTS13,Non bivalent
CACFD1,Non bivalent
ADAMTSL2,Non bivalent
LINC00094,Non bivalent
WDR5,Non bivalent
RXRA,Non bivalent
COL5A1,Non bivalent
OLFM1,Always_up
PPP1R26,Non bivalent
MRPS2,Non bivalent
KCNT1,Non bivalent
GPSM1,Non bivalent
PMPCA,Non bivalent
EGFL7,Non bivalent
FAM69B,Non bivalent
TMEM141,Non bivalent
CCDC183,Non bivalent
RABL6,Non bivalent
C9orf172,Non bivalent
PHPT1,Non bivalent
MAMDC4,Non bivalent
TRAF2,Non bivalent
C9orf142,Non bivalent
UAP1L1,Always_up
MAN1B1,Non bivalent
GRIN1,Pr_higher_than_Ni
SSNA1,Non bivalent
NDOR1,Non bivalent
CYSRT1,Non bivalent
TUBB4B,Non bivalent
NELFB,Non bivalent
TOR4A,Non bivalent
MRPL41,Non bivalent
ARRDC1,Non bivalent
EHMT1,Non bivalent
CACNA1B,Always_up
TUBBP5,Non bivalent
FAM157B,Non bivalent
WASH1,Always_up
CBWD1,Non bivalent
KIAA0020,Non bivalent
RFX3,Non bivalent
GLIS3,Always_up
AK3,Non bivalent
PLGRKT,Non bivalent
ERMP1,Ni_higher_than_Pr
KIAA2026,Non bivalent
RANBP6,Ni_higher_than_Pr
GLDC,Non bivalent
TMEM261,Non bivalent
PTPRD,Ni_higher_than_Pr
MPDZ,Non bivalent
NFIB,Always_up
ZDHHC21,Non bivalent
CER1,Always_up
FREM1,Always_up
TTC39B,Always_up
PSIP1,Non bivalent
BNC2,Pr_higher_than_Ni
HAUS6,Non bivalent
PLIN2,Non bivalent
RPS6,Non bivalent
MLLT3,Always_up
HACD4,Non bivalent
KLHL9,Ni_higher_than_Pr
CDKN2A,Pr_higher_than_Ni
CDKN2B,Always_up
ELAVL2,Always_up
TUSC1,Non bivalent
CAAP1,Non bivalent
PLAA,Non bivalent
MOB3B,Non bivalent
C9orf72,Always_up
LINGO2,Always_up
DDX58,Ni_higher_than_Pr
TOPORS,Non bivalent
NDUFB6,Non bivalent
TAF1L,Ni_higher_than_Pr
APTX,Non bivalent
SMU1,Non bivalent
B4GALT1,Always_up
BAG1,Non bivalent
AQP3,Non bivalent
NOL6,Non bivalent
PTENP1,Ni_higher_than_Pr
UBAP2,Non bivalent
DCAF12,Non bivalent
KIF24,Non bivalent
KIAA1161,Non bivalent
FAM219A,Non bivalent
ENHO,Ni_higher_than_Pr
CNTFR,Always_up
RPP25L,Non bivalent
DCTN3,Non bivalent
SIGMAR1,Non bivalent
VCP,Non bivalent
FANCG,Non bivalent
PIGO,Non bivalent
STOML2,Non bivalent
FAM214B,Non bivalent
RMRP,Non bivalent
ARHGEF39,Non bivalent
TPM2,Non bivalent
TLN1,Non bivalent
GBA2,Non bivalent
HINT2,Non bivalent
GNE,Non bivalent
RNF38,Non bivalent
PAX5,Pr_higher_than_Ni
ZBTB5,Non bivalent
FBXO10,Non bivalent
TOMM5,Non bivalent
EXOSC3,Non bivalent
SLC25A51,Non bivalent
SHB,Non bivalent
IGFBPL1,Ni_higher_than_Pr
CNTNAP3,Non bivalent
ZNF658B,Non bivalent
GLIDR,Ni_higher_than_Pr
KGFLP2,Always_up
CBWD6,Always_up
LOC554249,Always_up
FRG1JP,Always_up
FAM27E3,Non bivalent
FAM27B,Always_up
APBA1,Always_up
PTAR1,Non bivalent
KLF9,Always_up
TMEM2,Non bivalent
ABHD17B,Non bivalent
ZFAND5,Non bivalent
ALDH1A1,Non bivalent
TRPM6,Always_up
C9orf40,Non bivalent
CARNMT1,Non bivalent
NMRK1,Non bivalent
RFK,Non bivalent
PRUNE2,Pr_higher_than_Ni
GNAQ,Non bivalent
TLE1,Always_up
FRMD3,Ni_higher_than_Pr
UBQLN1,Non bivalent
GKAP1,Always_up
KIF27,Non bivalent
C9orf64,Non bivalent
HNRNPK,Non bivalent
SLC28A3,Non bivalent
AGTPBP1,Non bivalent
GOLM1,Always_up
ISCA1,Non bivalent
ZCCHC6,Non bivalent
GAS1,Non bivalent
LOC440173,Non bivalent
CDK20,Non bivalent
SHC3,Ni_higher_than_Pr
SEMA4D,Non bivalent
LINC01508,Always_up
AUH,Non bivalent
NFIL3,Always_up
ROR2,Always_up
SPTLC1,Non bivalent
IARS,Non bivalent
NOL8,Non bivalent
OMD,Non bivalent
ASPN,Non bivalent
IPPK,Non bivalent
BICD2,Non bivalent
ZNF484,Non bivalent
NINJ1,Non bivalent
C9orf129,Non bivalent
FAM120AOS,Ni_higher_than_Pr
BARX1,Always_up
FBP1,Always_up
FANCC,Non bivalent
PTCH1,Pr_higher_than_Ni
LINC00476,Non bivalent
LINC00092,Always_up
SLC35D2,Non bivalent
ZNF367,Non bivalent
CDC14B,Always_up
AAED1,Non bivalent
ZNF510,Non bivalent
ZNF782,Non bivalent
HIATL2,Non bivalent
CTSV,Non bivalent
TSTD2,Non bivalent
XPA,Always_up
C9orf156,Always_up
TRIM14,Non bivalent
CORO2A,Non bivalent
TBC1D2,Non bivalent
GABBR2,Always_up
ANKS6,Always_up
ALG2,Non bivalent
ERP44,Non bivalent
TEX10,Non bivalent
MRPL50,Non bivalent
TMEM246,Ni_higher_than_Pr
ABCA1,Non bivalent
KLF4,Pr_higher_than_Ni
IKBKAP,Non bivalent
CTNNAL1,Non bivalent
TMEM245,Non bivalent
EPB41L4B,Non bivalent
PTPN3,Always_up
TXN,Non bivalent
SVEP1,Always_up
LPAR1,Ni_higher_than_Pr
KIAA0368,Non bivalent
PTGR1,Non bivalent
C9orf84,Non bivalent
SUSD1,Non bivalent
PTBP3,Non bivalent
INIP,Non bivalent
ZNF883,Always_up
ZFP37,Always_up
FAM225B,Always_up
FKBP15,Non bivalent
CDC26,Non bivalent
RNF183,Non bivalent
WDR31,Non bivalent
HDHD3,Non bivalent
ALAD,Non bivalent
POLE3,Non bivalent
KIF12,Non bivalent
AKNA,Non bivalent
DFNB31,Non bivalent
TNFSF15,Non bivalent
TNFSF8,Non bivalent
TNC,Always_up
ASTN2,Always_up
BRINP1,Always_up
CDK5RAP2,Non bivalent
MEGF9,Always_up
FBXW2,Non bivalent
PSMD5,Non bivalent
PHF19,Non bivalent
TRAF1,Non bivalent
C5,Non bivalent
RAB14,Non bivalent
STOM,Non bivalent
TTLL11,Always_up
NDUFA8,Non bivalent
LHX6,Always_up
RBM18,Non bivalent
PDCL,Non bivalent
RC3H2,Non bivalent
ZBTB6,Non bivalent
ZBTB26,Non bivalent
MIR600HG,Non bivalent
STRBP,Non bivalent
DENND1A,Ni_higher_than_Pr
PSMB7,Non bivalent
NR6A1,Always_up
RPL35,Non bivalent
GOLGA1,Non bivalent
SCAI,Non bivalent
PPP6C,Ni_higher_than_Pr
HSPA5,Non bivalent
MAPKAP1,Non bivalent
ANGPTL2,Non bivalent
RPL12,Non bivalent
FAM129B,Ni_higher_than_Pr
PTRH1,Non bivalent
TOR2A,Non bivalent
SH2D3C,Non bivalent
ENG,Non bivalent
AK1,Non bivalent
ST6GALNAC6,Non bivalent
ST6GALNAC4,Non bivalent
DPM2,Non bivalent
FAM102A,Non bivalent
NAIF1,Non bivalent
SLC25A25-AS1,Non bivalent
PTGES2,Non bivalent
CIZ1,Non bivalent
GOLGA2,Non bivalent
TRUB2,Non bivalent
WDR34,Non bivalent
ZDHHC12,Non bivalent
ZER1,Non bivalent
C9orf114,Non bivalent
CCBL1,Non bivalent
DOLK,Non bivalent
SH3GLB2,Non bivalent
CRAT,Non bivalent
IER5L,Non bivalent
ASB6,Non bivalent
PTGES,Non bivalent
TOR1A,Non bivalent
C9orf78,Non bivalent
FNBP1,Non bivalent
FIBCD1,Always_up
FAM78A,Non bivalent
UCK1,Non bivalent
RAPGEF1,Non bivalent
MED27,Non bivalent
SETX,Non bivalent
TTF1,Non bivalent
DDX31,Non bivalent
AK8,Non bivalent
TSC1,Non bivalent
RALGDS,Non bivalent
GBGT1,Non bivalent
ABO,Always_up
SURF6,Non bivalent
MED22,Non bivalent
SURF1,Non bivalent
SURF4,Non bivalent
REXO4,Non bivalent
SLC2A6,Non bivalent
FAM163B,Non bivalent
SARDH,Non bivalent
VAV2,Non bivalent
BRD3,Non bivalent
PPP1R26-AS1,Non bivalent
C9orf116,Non bivalent
CAMSAP1,Non bivalent
UBAC1,Non bivalent
NACC2,Non bivalent
C9orf69,Non bivalent
QSOX2,Non bivalent
DNLZ,Non bivalent
CARD9,Non bivalent
SNAPC4,Non bivalent
SDCCAG3,Non bivalent
INPP5E,Non bivalent
SEC16A,Non bivalent
NOTCH1,Non bivalent
AGPAT2,Non bivalent
SNHG7,Non bivalent
LCN10,Non bivalent
CCDC183-AS1,Non bivalent
EDF1,Non bivalent
FBXW5,Non bivalent
ABCA2,Non bivalent
NPDC1,Non bivalent
ENTPD2,Non bivalent
SAPCD2,Non bivalent
DPP7,Non bivalent
LRRC26,Always_up
ANAPC2,Non bivalent
TPRN,Non bivalent
TMEM203,Non bivalent
RNF208,Non bivalent
NRARP,Non bivalent
EXD3,Non bivalent
ENTPD8,Non bivalent
NSMF,Non bivalent
PNPLA7,Non bivalent
DPH7,Non bivalent
ZMYND19,Non bivalent
ARRDC1-AS1,Non bivalent
ZMYND11,Always_up
GTPBP4,Non bivalent
WDR37,Non bivalent
PFKP,Non bivalent
PITRM1-AS1,Non bivalent
NET1,Non bivalent
FAM208B,Always_up
FBXO18,Non bivalent
RBM17,Non bivalent
PFKFB3,Ni_higher_than_Pr
PRKCQ-AS1,Always_up
ATP5C1,Non bivalent
TAF3,Ni_higher_than_Pr
GATA3,Pr_higher_than_Ni
CELF2,Ni_higher_than_Pr
ECHDC3,Non bivalent
PROSER2,Non bivalent
DHTKD1,Non bivalent
SEC61A2,Non bivalent
CDC123,Non bivalent
CAMK1D,Always_up
OPTN,Non bivalent
MCM10,Non bivalent
PRPF18,Non bivalent
HSPA14,Non bivalent
SUV39H2,Non bivalent
OLAH,Non bivalent
RPP38,Non bivalent
PTER,Non bivalent
VIM,Ni_higher_than_Pr
ST8SIA6-AS1,Non bivalent
STAM,Non bivalent
CACNB2,Always_up
ARL5B,Non bivalent
PLXDC2,Ni_higher_than_Pr
MLLT10,Non bivalent
COMMD3,Pr_higher_than_Ni
COMMD3-BMI1,Pr_higher_than_Ni
BMI1,Pr_higher_than_Ni
SPAG6,Always_up
MSRB2,Non bivalent
OTUD1,Non bivalent
KIAA1217,Non bivalent
THNSL1,Non bivalent
MYO3A,Always_up
GAD2,Always_up
APBB1IP,Pr_higher_than_Ni
PDSS1,Non bivalent
MASTL,Non bivalent
RAB18,Non bivalent
WAC,Non bivalent
BAMBI,Pr_higher_than_Ni
SVIL-AS1,Always_up
MAP3K8,Non bivalent
ZEB1,Always_up
CCDC7,Non bivalent
CREM,Non bivalent
CCNY,Non bivalent
ZNF33A,Non bivalent
ZNF37A,Non bivalent
HSD17B7P2,Always_up
LINC00999,Non bivalent
LINC00839,Non bivalent
BMS1,Non bivalent
RET,Always_up
CSGALNACT2,Non bivalent
FXYD4,Non bivalent
ZNF487,Non bivalent
ZNF485,Always_up
RASSF4,Non bivalent
ZNF22,Non bivalent
ALOX5,Always_up
FAM21C,Non bivalent
TIMM23,Non bivalent
AGAP7P,Always_up
ANXA8L1,Non bivalent
LINC00842,Non bivalent
HNRNPA1P33,Non bivalent
SYT15,Always_up
BMS1P5,Non bivalent
PTPN20,Always_up
GDF10,Always_up
FAM35DP,Non bivalent
MAPK8,Always_up
SLC18A3,Always_up
TIMM23B,Non bivalent
AGAP6,Non bivalent
FAM21A,Non bivalent
SGMS1-AS1,Non bivalent
ASAH2B,Non bivalent
PRKG1,Always_up
DKK1,Always_up
CISD1,Non bivalent
UBE2D1,Non bivalent
TFAM,Non bivalent
BICC1,Always_up
CDK1,Non bivalent
ARID5B,Pr_higher_than_Ni
ZNF365,Always_up
ADO,Non bivalent
NRBF2,Non bivalent
JMJD1C-AS1,Non bivalent
REEP3,Non bivalent
LRRTM3,Always_up
SIRT1,Non bivalent
HNRNPH3,Non bivalent
TET1,Non bivalent
CCAR1,Non bivalent
STOX1,Ni_higher_than_Pr
DDX50,Non bivalent
DDX21,Non bivalent
KIAA1279,Non bivalent
VPS26A,Non bivalent
SUPV3L1,Non bivalent
HK1,Non bivalent
TSPAN15,Ni_higher_than_Pr
C10orf35,Non bivalent
COL13A1,Ni_higher_than_Pr
H2AFY2,Pr_higher_than_Ni
EIF4EBP2,Non bivalent
PALD1,Non bivalent
ADAMTS14,Always_up
SGPL1,Non bivalent
UNC5B,Always_up
SLC29A3,Non bivalent
CDH23,Always_up
CHST3,Non bivalent
ANAPC16,Non bivalent
DDIT4,Non bivalent
MCU,Non bivalent
NUDT13,Non bivalent
FAM149B1,Non bivalent
PPP3CB-AS1,Non bivalent
GLUD1P3,Non bivalent
SEC24C,Non bivalent
FUT11,Non bivalent
CHCHD1,Non bivalent
ZSWIM8,Non bivalent
PLAU,Non bivalent
VCL,Non bivalent
ADK,Non bivalent
KAT6B,Non bivalent
SAMD8,Non bivalent
VDAC2,Non bivalent
ZNF503-AS2,Non bivalent
C10orf11,Always_up
DLG5-AS1,Non bivalent
RPS24,Non bivalent
ZMIZ1,Non bivalent
PPIF,Non bivalent
EIF5AL1,Non bivalent
NUTM2B,Non bivalent
LOC642361,Non bivalent
MBL1P,Non bivalent
TMEM254,Non bivalent
PLAC9,Non bivalent
LINC00857,Pr_higher_than_Ni
FAM213A,Non bivalent
TSPAN14,Non bivalent
GHITM,Non bivalent
CDHR1,Always_up
LINC00858,Non bivalent
CCSER2,Non bivalent
LDB3,Non bivalent
BMPR1A,Non bivalent
SNCG,Non bivalent
FAM35A,Non bivalent
NUTM2A,Non bivalent
LOC439994,Non bivalent
NUTM2D,Non bivalent
MINPP1,Non bivalent
PAPSS2,Non bivalent
PTEN,Non bivalent
STAMBPL1,Ni_higher_than_Pr
FAS,Ni_higher_than_Pr
IFIT3,Ni_higher_than_Pr
IFIT1,Non bivalent
IFIT5,Non bivalent
KIF20B,Non bivalent
RPP30,Ni_higher_than_Pr
PCGF5,Always_up
HECTD2,Ni_higher_than_Pr
TNKS2,Non bivalent
BTAF1,Non bivalent
MARCH5,Non bivalent
KIF11,Non bivalent
HHEX,Pr_higher_than_Ni
EXOC6,Always_up
CYP26A1,Always_up
CEP55,Non bivalent
SLC35G1,Always_up
PLCE1,Pr_higher_than_Ni
TBC1D12,Non bivalent
HELLS,Non bivalent
CYP2C18,Non bivalent
ENTPD1,Non bivalent
CCNJ,Always_up
ZNF518A,Non bivalent
DNTT,Non bivalent
RPL13AP5,Non bivalent
LCOR,Non bivalent
C10orf12,Non bivalent
FRAT1,Non bivalent
PGAM1,Non bivalent
ZDHHC16,Non bivalent
UBTD1,Non bivalent
ANKRD2,Non bivalent
PI4K2A,Non bivalent
MARVELD1,Non bivalent
ZFYVE27,Always_up
GOLGA7B,Non bivalent
R3HCC1L,Non bivalent
CNNM1,Always_up
ENTPD7,Non bivalent
CUTC,Non bivalent
ABCC2,Non bivalent
SCD,Non bivalent
OLMALINC,Non bivalent
HIF1AN,Non bivalent
PAX2,Always_up
SLF2,Non bivalent
SEMA4G,Non bivalent
C10orf2,Non bivalent
LZTS2,Non bivalent
SFXN3,Non bivalent
KAZALD1,Non bivalent
TLX1,Pr_higher_than_Ni
BTRC,Non bivalent
DPCD,Non bivalent
HPS6,Pr_higher_than_Ni
PPRC1,Non bivalent
NOLC1,Non bivalent
GBF1,Non bivalent
NFKB2,Non bivalent
FBXL15,Non bivalent
RPARP-AS1,Non bivalent
TMEM180,Non bivalent
SUFU,Non bivalent
TRIM8,Non bivalent
SFXN2,Non bivalent
WBP1L,Non bivalent
C10orf32,Non bivalent
C10orf32-ASMT,Non bivalent
AS3MT,Non bivalent
CNNM2,Non bivalent
INA,Pr_higher_than_Ni
TAF5,Non bivalent
PDCD11,Non bivalent
NEURL1,Always_up
SLK,Non bivalent
SFR1,Non bivalent
GSTO1,Non bivalent
GSTO2,Non bivalent
ADD3,Non bivalent
MXI1,Non bivalent
DUSP5,Ni_higher_than_Pr
SMC3,Ni_higher_than_Pr
RBM20,Always_up
PDCD4,Ni_higher_than_Pr
SHOC2,Non bivalent
ADRA2A,Always_up
VTI1A,Non bivalent
LOC103344931,Non bivalent
TCF7L2,Ni_higher_than_Pr
HABP2,Non bivalent
CASP7,Ni_higher_than_Pr
NHLRC2,Non bivalent
TDRD1,Non bivalent
FAM160B1,Non bivalent
TRUB1,Non bivalent
ATRNL1,Always_up
EMX2,Always_up
CASC2,Non bivalent
NANOS1,Non bivalent
FAM45A,Non bivalent
GRK5,Always_up
BAG3,Non bivalent
INPP5F,Non bivalent
SEC23IP,Non bivalent
WDR11,Non bivalent
TACC2,Non bivalent
PLEKHA1,Always_up
HTRA1,Always_up
PSTK,Non bivalent
ACADSB,Non bivalent
BUB3,Always_up
LHPP,Non bivalent
FAM175B,Non bivalent
ZRANB1,Non bivalent
EDRF1,Non bivalent
BCCIP,Non bivalent
DOCK1,Non bivalent
PTPRE,Non bivalent
MGMT,Non bivalent
GLRX3,Non bivalent
PPP2R2D,Non bivalent
DPYSL4,Always_up
LRRC27,Non bivalent
PWWP2B,Non bivalent
INPP5A,Non bivalent
ADGRA1,Always_up
KNDC1,Non bivalent
UTF1,Always_up
VENTX,Non bivalent
ZNF511,Non bivalent
PRAP1,Non bivalent
PAOX,Non bivalent
MTG1,Non bivalent
CYP2E1,Non bivalent
DIP2C,Non bivalent
LARP4B,Non bivalent
IDI1,Non bivalent
PITRM1,Non bivalent
KLF6,Non bivalent
ASB13,Non bivalent
GDI2,Non bivalent
ANKRD16,Non bivalent
PRKCQ,Pr_higher_than_Ni
SFMBT2,Pr_higher_than_Ni
ITIH5,Always_up
KIN,Non bivalent
GATA3-AS1,Pr_higher_than_Ni
USP6NL,Non bivalent
PROSER2-AS1,Always_up
UPF2,Non bivalent
NUDT5,Non bivalent
CCDC3,Pr_higher_than_Ni
PHYH,Non bivalent
SEPHS1,Non bivalent
BEND7,Non bivalent
FRMD4A,Non bivalent
FAM107B,Non bivalent
DCLRE1C,Non bivalent
ACBD7,Non bivalent
NMT2,Always_up
FAM171A1,Non bivalent
ITGA8,Always_up
FAM188A,Always_up
C1QL3,Always_up
RSU1,Non bivalent
TRDMT1,Always_up
VIM-AS1,Ni_higher_than_Pr
HACD1,Non bivalent
NSUN6,Non bivalent
NEBL,Non bivalent
CASC10,Always_up
SKIDA1,Non bivalent
DNAJC1,Non bivalent
LOC100499489,Always_up
PIP4K2A,Non bivalent
ARHGAP21,Non bivalent
PRTFDC1,Non bivalent
ABI1,Non bivalent
LINC00202-1,Non bivalent
ANKRD26,Non bivalent
YME1L1,Non bivalent
ACBD5,Non bivalent
LRRC37A6P,Non bivalent
MKX,Always_up
MPP7,Non bivalent
WAC-AS1,Non bivalent
SVIL,Always_up
KIAA1462,Ni_higher_than_Pr
MTPAP,Non bivalent
ZNF438,Always_up
ZEB1-AS1,Ni_higher_than_Pr
ARHGAP12,Non bivalent
KIF5B,Non bivalent
EPC1,Non bivalent
ITGB1,Non bivalent
NRP1,Always_up
PARD3,Non bivalent
CUL2,Non bivalent
FZD8,Non bivalent
ZNF248,Non bivalent
LOC441666,Non bivalent
ZNF37BP,Non bivalent
ZNF33B,Non bivalent
RASGEF1A,Always_up
HNRNPF,Ni_higher_than_Pr
ZNF239,Always_up
ZNF32,Always_up
CXCL12,Pr_higher_than_Ni
C10orf10,Non bivalent
C10orf25,Always_up
MARCH8,Non bivalent
ZFAND4,Non bivalent
AGAP4,Non bivalent
PARGP1,Non bivalent
NCOA4,Non bivalent
ZNF488,Always_up
ANXA8,Non bivalent
AGAP9,Non bivalent
BMS1P6,Non bivalent
CTGLF12P,Non bivalent
ARHGAP22,Always_up
VSTM4,Ni_higher_than_Pr
PGBD3,Non bivalent
ERCC6,Non bivalent
ERCC6-PGBD3,Non bivalent
OGDHL,Always_up
PARG,Non bivalent
ASAH2,Non bivalent
SGMS1,Non bivalent
CSTF2T,Non bivalent
PCDH15,Non bivalent
ZWINT,Non bivalent
IPMK,Non bivalent
SLC16A9,Always_up
CCDC6,Non bivalent
ANK3,Non bivalent
RHOBTB1,Always_up
RTKN2,Non bivalent
JMJD1C,Non bivalent
HERC4,Non bivalent
PBLD,Non bivalent
RUFY2,Non bivalent
DNA2,Non bivalent
SLC25A16,Non bivalent
AIFM2,Non bivalent
TYSND1,Non bivalent
SAR1A,Non bivalent
PPA1,Non bivalent
LRRC20,Non bivalent
NODAL,Pr_higher_than_Ni
PRF1,Non bivalent
PCBD1,Non bivalent
UNC5B-AS1,Non bivalent
C10orf54,Non bivalent
PSAP,Non bivalent
SPOCK2,Always_up
ASCC1,Non bivalent
DNAJB12,Non bivalent
MICU1,Non bivalent
P4HA1,Non bivalent
ECD,Non bivalent
DNAJC9,Non bivalent
MRPS16,Non bivalent
ANXA7,Non bivalent
MSS51,Non bivalent
PPP3CB,Non bivalent
USP54,Non bivalent
MYOZ1,Non bivalent
SYNPO2L,Non bivalent
AGAP5,Non bivalent
BMS1P4,Non bivalent
ZSWIM8-AS1,Non bivalent
NDST2,Non bivalent
CAMK2G,Non bivalent
AP3M1,Non bivalent
DUSP13,Non bivalent
COMTD1,Non bivalent
ZNF503,Non bivalent
KCNMA1,Always_up
POLR3A,Non bivalent
ZCCHC24,Non bivalent
NUTM2B-AS1,Non bivalent
SFTPD,Non bivalent
TMEM254-AS1,Non bivalent
ANXA11,Non bivalent
GRID1,Always_up
WAPL,Non bivalent
MMRN2,Non bivalent
GLUD1,Non bivalent
NUTM2A-AS1,Non bivalent
ATAD1,Non bivalent
RNLS,Ni_higher_than_Pr
ACTA2,Ni_higher_than_Pr
LIPA,Non bivalent
SLC16A12,Always_up
PANK1,Non bivalent
HTR7,Always_up
ANKRD1,Non bivalent
PPP1R3C,Always_up
FGFBP3,Ni_higher_than_Pr
CPEB3,Non bivalent
IDE,Non bivalent
MYOF,Non bivalent
RBP4,Always_up
FRA10AC1,Non bivalent
PIPSL,Non bivalent
NOC3L,Non bivalent
CYP2C8,Non bivalent
PDLIM1,Non bivalent
SORBS1,Non bivalent
ALDH18A1,Non bivalent
TCTN3,Non bivalent
ENTPD1-AS1,Ni_higher_than_Pr
TLL2,Non bivalent
TM9SF3,Non bivalent
PIK3AP1,Non bivalent
ARHGAP19,Non bivalent
ARHGAP19-SLIT1,Non bivalent
FRAT2,Pr_higher_than_Ni
RRP12,Non bivalent
EXOSC1,Non bivalent
MMS19,Non bivalent
MORN4,Non bivalent
AVPI1,Non bivalent
SFRP5,Always_up
CRTAC1,Always_up
LOXL4,Non bivalent
PYROXD2,Non bivalent
HPS1,Non bivalent
HPSE2,Pr_higher_than_Ni
GOT1,Non bivalent
SLC25A28,Non bivalent
COX15,Non bivalent
DNMBP,Non bivalent
ERLIN1,Non bivalent
CHUK,Non bivalent
CWF19L1,Non bivalent
BLOC1S2,Non bivalent
SEC31B,Non bivalent
NDUFB8,Non bivalent
MRPL43,Non bivalent
LBX1,Always_up
