gene_id	gene_name	SRR31535847	SRR31535848	SRR31535849	SRR31535850	SRR31535851	SRR31535852	SRR31535853	SRR31535854	SRR31535855	SRR31535856	SRR31535857	SRR31535858	SRR31535859	SRR31535860
USP11	USP11	374	430	268	296	338	368	676	631	797	248	536	580	601	891
USP12	USP12	1237	938	794	867	731	1618	893	1114	809	1242	1535	1184	921	1097
USP12-AS2	USP12-AS2	3	0	0	0	0	0	0	0	0	0	0	4	0	4
USP13	USP13	63	78	99	68	31	101	67	60	39	78	183	109	141	88
USP14	USP14	556	614	464	321	349	700	599	805	840	710	737	622	851	824
USP15	USP15	2500	2503	2388	1731.001	1357	2820	2170.001	3322	2409	2478	3247.001	4243.999	3098.001	2538
USP16	USP16	1170	1795	1221	950	770	2471	1822	2635	1573	2509	2421.001	1447	1673	2338
USP17L10	USP17L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L11	USP17L11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L12	USP17L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L13	USP17L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L15	USP17L15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L17	USP17L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L18	USP17L18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L19	USP17L19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L1P	USP17L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L2	USP17L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L20	USP17L20	0	0	0	0	0	0	5	0	0	0	0	0	0	0
USP17L21	USP17L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L22	USP17L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L24	USP17L24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L25	USP17L25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L26	USP17L26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L27	USP17L27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L28	USP17L28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L29	USP17L29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L3	USP17L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L30	USP17L30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L4	USP17L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L5	USP17L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L6P	USP17L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L7	USP17L7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L8	USP17L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L9P	USP17L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP18	USP18	24	0	62	19	0	9	3	21	13	12	26	44	41	21
USP19	USP19	548	400	477	364	362	304	446	580	525	315	704.001	717.999	591	505.001
USP2	USP2	9	26	13	8	4	25	10	5	33	12	3	7	9	24
USP2-AS1	USP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP20	USP20	777.999	863	753	916	847	793	988.999	1415	1424	682	1376	814	1537	1285
USP21	USP21	136	63	135	84	22	111	83	92	86	83	149.001	146	163	94
USP22	USP22	1876	1515	1355	1091	1019	2176	1284	1543	1741	1423	2623	1869	2056	2184
USP24	USP24	841	922.001	867	801	472	913	1344	1680	1929	809	1227	1392	1952.999	1438
USP25	USP25	762	767	846	306	328	801	576	666	673	726	957	1153	962	650
USP26	USP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP27X	USP27X	12	55	41	39	53	28	34	24	65	15	65	10	41	43
USP27X-AS1	USP27X-AS1	10	3	11	0	10	2	11	9	0	0	2	2	3	0
USP28	USP28	165	63	288.999	51	56	71	89	60	32	81	157	314	216	53
USP29	USP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP3	USP3	2262.983	2590.869	2138	2353	2255	2679.83	2473.001	3713.291	3884	2343	2758.001	2533.439	3098.629	3225.001
USP3-AS1	USP3-AS1	119.016	142.13	119	99	91	112.17	209	280.708	362	115	190	215.526	280.37	223
USP30	USP30	269	214	169	312	259	390	285	324	383	265	417	275.014	269	289
USP30-AS1	USP30-AS1	66	49	99	70	56	31	58	24	14	13	61	60.986	35	22
USP31	USP31	131	66	67	42	39	96	58	110	87	37	76	119	108	97
USP32	USP32	501	332	701	169	58	306	327	254	286	332.161	699	832	524	129
USP32P1	USP32P1	3.068	1	0	0	0	0	109.53	1	112	129.286	0	5.718	590	117.819
USP32P2	USP32P2	91.932	55	110	113	19	108	130.47	100	36	72.554	120	319.282	0	36.181
USP33	USP33	503	529.999	754	382	237	418	350	398	516	345	856.999	702	776.999	432
USP34	USP34	1264.541	1182.459	1430.081	562.664	404.356	1321.708	1172.818	1285.319	1321.535	1111.242	1992.171	1944.144	2066.596	1428.32
USP35	USP35	661.45	493.506	313.151	348.578	349.085	354.137	265.603	601.291	375.19	321.176	311.021	415.861	105.881	579.776
USP36	USP36	1394	888	507	858	1164	1699	1333	2250	1346	1093	1540	1151.001	999	1491
USP37	USP37	180	195	167	159	93	248.999	228	225	292	216	192	140.001	236	259
USP38	USP38	753	812	827	614	635	1206	835	956	824	1012	1235	802	976	1089
USP39	USP39	637.001	624	641	515	468	659.999	547	685.001	444	476	704.001	621	671.001	625.999
USP4	USP4	863.001	659	924	472	387	843	767	940	1189	392	839	1176	860	671
USP40	USP40	165	106	152	52	78	82	106	135	153	54	233	238	211	90
USP41	USP41	0	7	0	0	0	0	0	0	0	0	0	0	0	0
USP42	USP42	524	599	422	747	555	1226	1140	1217	1284	874	929	636	1199.999	965
USP43	USP43	10	3	13	0	0	3	0	9	2	0	4	20	14	6
USP44	USP44	19	41	38	0	16	18	46	30	23	16	47	25	61	23
USP45	USP45	55.999	111	180	13	31	98	78	81	124	101	115	116.999	123	107
USP46	USP46	129	74	168	35	348	149	129	112	176	139	114	185	94	187
USP46-AS1	USP46-AS1	5	0	3	0	7	0	0	6	0	0	3	4	5	0
USP47	USP47	1385	1847	1059.001	2236	1192	2379	2420	3199	2273	2217	2041.999	1502	2096	2787
USP48	USP48	460	512	973	355	201	514.998	609.001	425	600	508.999	774	789	830.999	380.999
USP49	USP49	85	92	63	23	16	116	76	113	40	89	136	108	107	89
USP5	USP5	444	162	643	107	124	113	156	133	104	134	365	372	416	135
USP50	USP50	0	0	0	0	0	0	13.863	0	0	0.978	0	0	0	0
USP51	USP51	15	0	27	20	9	11	7	16	30	1	16	14	14	16
USP53	USP53	142	203	624	167	66	309.999	134	201	246	338	400	224.001	455	221
USP54	USP54	13	16	30	3	2	10	7	18	12	6	15	27	43	16
USP6	USP6	2	5	16	0	0	0	0	0	1	0	1	15	3	3
USP6NL	USP6NL	163	137	594	54	83	206	312	173	110	167	378.089	249.619	322	133
USP6NL-IT1	USP6NL-IT1	97	85	49	72	22	98	114	81	35	59	95	63	61	52
USP7	USP7	2707	3746	2774	2851	1804	4490	3818	4336.999	3954	3597	5096.999	3108	4200	4359
USP8	USP8	755	836	555	509	513	795	572.137	786.999	498	708.022	837	829	729	895
USP9X	USP9X	1480	1920	1214.999	1596.999	1188	2519	1981	3090	2612	1593	2207	1704	1750	3104
USP9Y	USP9Y	0	0	0	137	0	0	0	5	0	442	0	2	1140	0
USPL1	USPL1	586	1134	936	753	567	1216	969	1611	1642	1093	1555	914	1592	1029
UST	UST	45	9	149	9	10	71	32	18	0	56	64	46	40	11
UTF1	UTF1	67	34	75	51	9	39	54	50	41	18	34	42	31	25
UTP11L	UTP11L	257	266	159	175	153	268	304	285	287	182	159	207	111	257
UTP14A	UTP14A	160.81	183	228	97	97	140	176	227.79	93	183.787	288	171.336	171	168
UTP14C	UTP14C	98.516	27.695	127.2	59.647	14.607	130.945	60.935	77.244	38.238	71.752	94.11	90.684	139.743	91.026
UTP15	UTP15	217	477	258	294	216	479	477	479	529	388	646	257	508	527
UTP18	UTP18	373	500	692	437	315	676	627	411	535	510	1009	320	596	568
UTP20	UTP20	141	140	113	140	98	228	227	254	197	132	365	203	273	311
UTP23	UTP23	394	484	385	369	243	571	468	300	384	501	878	341	511	373
UTP3	UTP3	290	186	333	320	366	386	506	306	438	201	364	185	369	337
UTP6	UTP6	162	188	237	136	94	233	285	212	162	195	224	282	228	258
UTRN	UTRN	1993	1429.001	1862	855	676	1917	1639	1303	1629	1640.999	2684	2827	2773	946
UTS2	UTS2	4	1	117	0	0	6	0	0	0	7	5	5	5	0
UTS2B	UTS2B	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UTS2R	UTS2R	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UTY	UTY	0	0	0	144	0	0	0	5	0	382	0	0	571.999	0
UVRAG	UVRAG	793	537	850	394	203	616	794	453	577	498	1056	1216.001	1085	363
UVSSA	UVSSA	183	48	191	59	38	89	68	175	114	61	133	368	243	54
UXS1	UXS1	909	403	553.001	535	405	688	406	433	463	513	758	694	671	462
UXT	UXT	1199.001	1457	1961	1026.999	1236	1463.001	1398.001	1089	1071	1274	1993	945.52	1269	1386
UXT-AS1	UXT-AS1	0	0	0	0	0	0	0	0	0	0	0	3.479	0	0
VAC14	VAC14	348	96	261	113	96	163	173	163	161	151	330	317	304	227.999
VAC14-AS1	VAC14-AS1	1	7	2	1	0	7	0	4	3	2	4	3	17	6
VAMP1	VAMP1	354.001	572	476	179	117	336.999	193	273	244	281.999	650.001	490	607	222.001
VAMP2	VAMP2	2351	2625	4108	2150	1773	3160	3014	2682	4143	1534	4651	2315	4251	2362
VAMP3	VAMP3	1327	1301	1476	616	687	1620	932	1196	1055	1343	1288	1275	894	766
VAMP4	VAMP4	252	174	585	169	91	124	167	198	131	193	299	296.001	413	161
VAMP5	VAMP5	604	496	998	287	466	329	321	385	275	321	648	580	384	240
VAMP7	VAMP7	1392	821.001	1168	611.999	767	1025.001	734.999	899	713	781.001	985	1142	740	832
VAMP7-2	VAMP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP8	VAMP8	1483	561	1739	401	354	416	484	334	417	318	618	1108	374	295
VANGL1	VANGL1	95	44	107	14	25	33	2	36	25	24	34	109	31	29
VANGL2	VANGL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAPA	VAPA	4040	3080	3195	2626	2204	5247	3287	4766	3075	4365	5184	3350	3550	3206
VAPB	VAPB	453.001	251	350	378	378	443	324	312	296	317	545.999	341	352.001	514
VARS	VARS	687	258	776	314	209	366	411	475	543	204	441	624	459	371
VARS2	VARS2	154	181	239	97	62	151	171	116	128	100	238	189	213	173
VASH1	VASH1	399.745	198.499	360.071	70.211	248.015	153.4	103.305	250.65	51.215	69.01	111.805	449.741	218.097	136.445
VASH2	VASH2	54	0	2	0	7	6	0	18	10	0	2	11	8	6
VASN	VASN	29	26	34	54	18	35	67	90	0	24	21	42	36	31
VASP	VASP	3499.001	1638	4109	1158	1071	1813.001	969	2041	1037	975	1527	3002	962	884.999
VAT1	VAT1	426	269	622	171	123	299	173	349	93	134	282	439	239	122
VAT1L	VAT1L	0	0	0	0	0	1	6	0	0	0	0	1	0	0
VAV1	VAV1	1063	402	1109.999	326	283	333	451	436	594	259	886	974.001	1160	352
VAV2	VAV2	558	256	439	141	35	252	353	263	223	143	285	559	296	159
VAV3	VAV3	397.001	297	429	72	125	275.001	442	257	243	182.001	383.001	585	524	343
VAV3-AS1	VAV3-AS1	0	0	1	0	0	0	0	0	0	0	1	1	2	0
VAX1	VAX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
VAX2	VAX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VBP1	VBP1	401	252	573	236	192	431	300	341	127	318	359	393	270	329
VCAM1	VCAM1	6	0	6	3	0	9	0	0	0	9	0	2	0	3
VCAN	VCAN	7591.001	3393	8596	471.001	372	1730	375	2896	1105	1764	1135	12305.001	810	255
VCL	VCL	5610	754	1488	507	1347	406	451	472	672	211	465	3896	483	584
VCP	VCP	2711	1400	1770	1099	1349	2301	1484	2106	1809	1205	2192	2243	1865	1757
VCPIP1	VCPIP1	665	1150	1176	670	674	1331	986	900	654	1108	1357	790	1013	1005
VCPKMT	VCPKMT	476.001	484	357	297	339	668	818	661.001	1016	605	921	393.001	726	589.001
VCX	VCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCX2	VCX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCX3A	VCX3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCX3B	VCX3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY	VCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY1B	VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1	VDAC1	1570	1039	1184.001	765	1086	1189	897	1381	977	915	1014.999	1145.001	943.999	1393.001
VDAC2	VDAC2	1718	1079.999	1815.001	927	1063	1507	1269	1449	1328.999	1166.999	1448	1378	1104	1246
VDAC3	VDAC3	1135	616	1041	345	583	572.999	289	482	491	595	728	782	561	569
VDR	VDR	577.999	219	85	73	153	181	128	253	133	140	76	296	44	188
VEGFA	VEGFA	1392	871.001	943.001	811	881.001	1733.999	1021	2051.001	872	1083	754	963	258	683.001
VEGFB	VEGFB	432	239	638	140	200	270	320	176	252	288	499	383	453	186
VEGFC	VEGFC	15	0	4	0	0	4	0	10	0	0	0	14	0	3
VENTX	VENTX	354	104	185	28	59	167	67	177	196	95	122	346	119	110
VENTXP1	VENTXP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP7	VENTXP7	0	0	0	4	21	0	0	3	0	0	3	0	6	6
VEPH1	VEPH1	162.001	35	16	13	44	0	5	13	18	8	4	74	8	5
VEZF1	VEZF1	788	1214	935	588	614	1425	691	882	1011	1141	1410	774	821	945
VEZT	VEZT	298.001	285.001	310.001	241	203	433	273	455	244.001	278	313.999	349	245.999	447
VGF	VGF	43	11	0	17	0	13	8	9	12	8	2	5	3	23
VGLL1	VGLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLL2	VGLL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLL3	VGLL3	1	0	3	0	0	78	0	89	0	0	0	27	0	0
VGLL4	VGLL4	252.79	137.103	309.194	110.797	94.717	187.624	16.112	144.604	143.522	100.561	231.694	254.927	237.483	160.442
VHL	VHL	2002	1302	1782	1089	827	1737	1677	1593	1402	1100	2122	1856	1786	1501
VHLL	VHLL	0	0	0	0	0	0	0	0	0	0	0	0	0	5
VIL1	VIL1	124	4	32	36	64	6	17	11	10	0	2	48	11	23
VILL	VILL	177	138	340	103	41	125	167	117	200	59	246.001	186	332	130
VIM	VIM	55925.103	28660.884	59940.85	15156.313	27508.906	37572.833	18970.943	41804.885	16477	30810	29513.126	47563.78	11957.864	14433
VIM-AS1	VIM-AS1	897.897	305.115	586.151	440.686	385.094	329.167	235.058	284.116	285	305	358.874	506.219	182.136	181
VIMP	VIMP	727	271	489	225	342	478	245	392	327	229	355	435	215	379
VIP	VIP	17	0	0	0	0	0	0	0	0	0	0	1	0	0
VIPAS39	VIPAS39	100	27	157	31	53	61	65	58	126	47	109.999	99	72	75
VIPR1	VIPR1	385	205	379	209	133	129	166	257.999	283	171	523.001	397	432	201
VIPR2	VIPR2	17	9	20	0	0	10	6	9	8	9	3	12	24	0
VIT	VIT	0	0	1	0	0	0	0	0	0	0	0	6	6	0
VKORC1	VKORC1	499	172	403	72	203	224	184	161	68	111	173	388	121	126
VKORC1L1	VKORC1L1	158	64	94	31	21	16	16	18	7	47	81	129	75	31
VLDLR	VLDLR	9	6	7	12	0	0	9	31	25	0	4	7	11	1
VLDLR-AS1	VLDLR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VMA21	VMA21	576	403	664	278	186	631	483	569	461	331	681	523	452	427
VMAC	VMAC	64	55	84	16	39	32	59	49	69	36	108	100	82	58
VMO1	VMO1	117.001	30	32	38	16	62	27	72	39	14	45	24	5	26
VMP1	VMP1	887	390	1161	155	187	344	333	384	175	307	531	1087	251	228
VN1R1	VN1R1	0	0	4	0	0	2	0	6	0	0	0	0	0	0
VN1R10P	VN1R10P	0	0	0	0	0	0	0	0	0	0	0	0	5	6
VN1R2	VN1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R4	VN1R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R5	VN1R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNN1	VNN1	93	15	122	0	0	2	8	3	0	11	23	129	22	0
VNN2	VNN2	700.001	315	758	120	75	371	132	217.999	138	271.999	543	1371.002	189	81
VNN3	VNN3	76	16	29	0	13	9	16	9	18	8	10	223	3	4
VOPP1	VOPP1	3077	2248	2926	1842	1566	2253	1800	3047	1274	1591	2475	2169	1814	2370
VPRBP	VPRBP	239.707	158.111	203.635	142.093	70.235	332.221	209.871	263.323	199.934	231.818	337.512	354.415	423.763	294.094
VPREB3	VPREB3	21	14	233	19	0	32	51	18	30	27	34	61	31	9
VPS11	VPS11	473	483	392	524	346	539	723	736	631	350	648	535	856	726
VPS13A	VPS13A	278	244	377.001	321	208	389	602	387	518.001	316	545.999	428	709.001	495
VPS13A-AS1	VPS13A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VPS13B	VPS13B	367.001	321	429.001	211	178	451	370	353	308	413.001	738.001	584.999	829	352
VPS13C	VPS13C	810	583	1419	329	142	554	684	510	678	607	1272	1582	1427	425
VPS13D	VPS13D	557	329	566	213	157	400	374	398	595	455	803	750	852	450
VPS16	VPS16	497.98	223	627.103	137	161	251.55	294.426	465	210.616	183	396.999	714.603	579.902	203.532
VPS18	VPS18	634	557	574	389	449	527	487	531	571	378	718	576	498	495
VPS25	VPS25	406	161	273	210	152	227	158	173	234	73	260	277	190	223
VPS26A	VPS26A	1158	771	658	470	607	1055	798	1152	551	833	977	1070	813	1045
VPS26B	VPS26B	1078	763	1423	364	396	634	378	559	565	558	823	1080	849	530
VPS28	VPS28	1577.999	623.999	1545	623	630	622	693.002	506	661.999	481	897.002	1477.001	1001.999	684.001
VPS29	VPS29	813	604	1177	439	320	983.001	456	704.999	447	1009	975.999	836.043	668.999	465
VPS33A	VPS33A	206	160	231	120	178	199	222	155	109	132	281	212	195	199
VPS33B	VPS33B	130	123	153.001	85	131	140	153	147.001	105	90	194.001	171	176.999	234.001
VPS35	VPS35	375	180	399	152	116	178	191	199	115	157	252	378	216	190
VPS36	VPS36	324	148	510	69	42	133	217	233	166	165	266	417	311	133
VPS37A	VPS37A	167.42	69.61	214.65	47	92	103.965	44	117	54	168.196	162	241	80.401	144.61
VPS37B	VPS37B	3010.999	1358.999	1260	1338	1282	2151	1471	2245	2120	1560	2385.001	1973	2332	1959
VPS37C	VPS37C	384	100	86	19	63	124	74	149	79	31	90	288	48	38
VPS37D	VPS37D	17	19	13	59	5	22	10	33	28	12	16	14	35	14
VPS39	VPS39	882	609	795	547	456	617	609	724	848	504	1252	1037	1261	680
VPS41	VPS41	264	70	232	30	39	68	74	76	129	84	146	302	104	63
VPS45	VPS45	153.115	38	313.075	42	14	76	48	70	22	18	73.022	185.001	127	27.088
VPS4A	VPS4A	850	444	1116	302	444	576	369	557	410	245	889	792	697	721
VPS4B	VPS4B	703	650	612	687	352	1158	675	794	468	598	1044	604	546	703
VPS51	VPS51	3984	3575	4646	2224	2989	3154	3201	2732	3163	3147	4506	3105	3663	3100
VPS52	VPS52	255.999	158	259	151	72	155	244	255	312	182	324	408	466	188
VPS53	VPS53	414	118	298	149	27	130	243	322	221	209	369	534	384	104
VPS54	VPS54	336	373	537	74	40	239	293	290.001	284	336	368	394	455	201.999
VPS72	VPS72	148	44	210	70	7	69	104	76	60	66	145	112	95	82
VPS8	VPS8	424	204	352	122	95	166	308	197	405	256	535	450.999	509	163
VPS9D1	VPS9D1	505.999	434	542	222	188.001	323	332	500	527.001	184	570.995	587.891	540.999	381
VPS9D1-AS1	VPS9D1-AS1	8	3	9	0	0	3	16	12	0	10	4.005	10.109	2	20
VRK1	VRK1	243	391	339.999	258	144	342	377	270	252	247	431	245	311	419
VRK2	VRK2	140.181	150.167	268.95	10.012	37.186	112.82	35.221	58.308	39.45	91.341	180.175	203.664	100.219	54.928
VRK3	VRK3	268.999	125	344	107	126.001	140	190	131	185	118	168	223	282	121
VRTN	VRTN	0	0	2	0	0	0	0	0	0	0	0	0	0	0
VSIG1	VSIG1	81	56	164	19	11	28	67	87	50	71	153	73	158	92
VSIG10	VSIG10	7	7	21	1	11	12	0	4	0	0	9	12	11	4
VSIG10L	VSIG10L	18	5	25	0	6	4	5	27	0	4	3	8	19	7
VSIG2	VSIG2	16	5	5	4	15	2	15	2	0	10	9	107	20	0
VSIG4	VSIG4	138	19	26	9	19	21	28	50	0	0	7	109	0	15
VSIG8	VSIG8	1	7	4	3	0	0	0	0	0	0	4	0	0	0
VSNL1	VSNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM1	VSTM1	165	128	391	0	6	186	40	235	62	53	96	72	49	16
VSTM2A	VSTM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2B	VSTM2B	0	0	0	0	0	0	0	2	0	0	0	0	0	9
VSTM2L	VSTM2L	6	0	16	0	0	0	0	0	0	0	4	1	0	0
VSTM4	VSTM4	3	0	0	0	0	5	0	14	0	2	0	15	0	0
VSTM5	VSTM5	0	0	0	0	0	0	0	0	0	0	0	3	0	0
VSX1	VSX1	0	0	0	0	0	0	0	6	0	0	0	0	0	0
VSX2	VSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTA1	VTA1	362	307	313	259	306	759	673	565	461	530	490	328	492	516
VTCN1	VTCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1A	VTI1A	294.001	201	318.001	87	184.001	333.001	272	407	415.001	217	410	402	414.001	307
VTI1B	VTI1B	810.782	413.602	662.455	393.657	578.11	479.011	334.902	527.758	374.844	384.995	438.597	619.919	423.759	348.71
VTN	VTN	1	0	5	0	0	0	13	3	0	0	4	0	0	0
VTRNA1-1	VTRNA1-1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
VTRNA1-2	VTRNA1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-3	VTRNA1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA2-1	VTRNA2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	VWA1	0	0	0	0	0	0	0	0	9	10	0	6	0	0
VWA2	VWA2	1	2	6	0	0	0	0	2	0	0	0	0	0	0
VWA3A	VWA3A	0	0	0	0	0	0	0	3	0	5	2	4	0	1
VWA3B	VWA3B	0	0	0	0	0	0	0	0	0	0	0	2	0	0
VWA5A	VWA5A	90	40	101	23	12	2	5	30	53	25	49	113	72	33
VWA5B1	VWA5B1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B2	VWA5B2	0	0	0	0	0	0	0	0	0	0	8	0	0	1
VWA7	VWA7	4	6	22	0	0	33	0	12	0	16	3	24	17	2
VWA8	VWA8	263	168	329	127	152.001	137	171	252	212	188	325.001	316	330	146
VWA8-AS1	VWA8-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
VWA9	VWA9	323	273	292.001	261	291	389.999	342	504	517	272	445.001	298.999	499	422
VWC2	VWC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWC2L	VWC2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWC2L-IT1	VWC2L-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWCE	VWCE	4	7	12	8	7	37	15	31	27	6	14	3	25	34
VWDE	VWDE	7	0	7	0	4	3	7	15	3	3	0	6	0	17
VWF	VWF	553	46	101	113	217	19	31	23	75	9	38	336	8	33
WAC	WAC	3068.001	3532	3543.001	2703.001	2532	4234.999	3207.999	3619	3255	3179	4529	3213	3534	4701.999
WAC-AS1	WAC-AS1	635.994	622.981	922.507	349.866	137.896	476.301	467.902	525.708	458.601	465.007	536.013	734.244	666.78	238.044
WAPAL	WAPAL	1098.999	1064	1110	836	747	1698	739	1140.001	757	1264.999	1030	1096	1135	1510
WARS	WARS	3899	1115	1913.001	1131	1184	1056	592	1743	1352	692	1660.999	3358	722	1140.999
WARS2	WARS2	79.999	34	55	23	28	61	26	28	19	63	39	62.477	28	89.325
WAS	WAS	1717	587	1607	465	249	613	474	499	558	367	949	1431	1028	366
WASF1	WASF1	82	6	51	30	14	24	54	21	8	12	38	62	37	15
WASF2	WASF2	3079	1494	2555	726	644	1686	873	1087	766	899	1994	2489	1556	1006
WASF3	WASF3	149	34	13	2	15	16	13	23	11	0	6	81	8	31
WASH1	WASH1	95.965	37.94	52.491	114.038	103.866	26.482	101.456	141.339	179.995	140.977	83.843	104.599	284.61	178.832
WASH2P	WASH2P	258.183	124.185	229.253	144.208	169.694	120.426	172.289	199.218	336.996	61.311	285.712	268.941	264.935	203.157
WASH3P	WASH3P	305.183	195.952	202.151	336.788	222.445	105.254	300.18	484.819	399.644	71.861	310.343	382.266	300.713	114.899
WASH5P	WASH5P	27.818	36	33	0	38	37	24	53	45	57	59	110.907	97	74
WASH7P	WASH7P	512.383	198.856	617.839	197.66	206.804	258.595	249.356	386.722	665.107	254.407	421.189	514.97	476.602	409.284
WASIR2	WASIR2	3	0	19	7	0	0	0	3	9	0	12	1	0	0
WASL	WASL	151	224	157	105	81	278	130	198	183	237	227	198	225	148
WBP1	WBP1	822	481	923	258	351	543	519	577.549	599	407	782	790	645	423
WBP11	WBP11	1739	1734	1429	1250	1296	2623	2199	2056	2307	1807	2823	1559	2448	2133
WBP11P1	WBP11P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1L	WBP1L	724	218	1134	117	46	221	235	225	241	191	452	738	391	61
WBP2	WBP2	3314	841	1722	822	1115	891	978	850	1070	545	1071	2396	998	820
WBP2NL	WBP2NL	0	4	10	0	0	3	0	0	0	0	3	2	0	0
WBP4	WBP4	179	211	161	119	142	287	205	239	237	200	281	201	252	205
WBP5	WBP5	24	27	4	12	5	20	0	16	27	1	10	27	0	8
WBSCR16	WBSCR16	312.999	102	285	23	182.999	202.999	88	166.001	90	61	222	261	162.999	119.001
WBSCR17	WBSCR17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBSCR22	WBSCR22	1058	924	1043	1001	1047	1182	1095	1008.001	1171	714	1035.999	715	1049	1427.999
WBSCR27	WBSCR27	3	9	0	0	0	6	0	0	15	0	0	9	0	0
WBSCR28	WBSCR28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY1	WDFY1	944	988	1034	1098	645	1588	1171	1354	1074	841	1217	1281	1154	1282
WDFY2	WDFY2	89	55.999	122	81	76	101	101	96	34	59	130	229	159	103
WDFY3	WDFY3	170	64	191	34	4	78	88	85	60	31	59	336	80	24
WDFY3-AS2	WDFY3-AS2	1	0	4	0	0	0	0	0	0	0	0	1	0	0
WDFY4	WDFY4	476	276	1164	227	53	412	737	263	249	254	884	760	623	165
WDHD1	WDHD1	33	26	17	14	16	69	32	34	5	31	43	27	6	31
WDPCP	WDPCP	30	61	72	7	8	38	55	26	50	10	78	40	82	29
WDR1	WDR1	9489	2462	4894.001	2288	3606	3487	2529	3435.001	3042	2083	2913	6278.001	2567	2691
WDR11	WDR11	563	335	739	174	133	313	403.001	423	287	205	485	647.999	473	201
WDR11-AS1	WDR11-AS1	105	22	38	27	24	5	22	0	16	5	9	50	4	13
